model,condition,country,language,total_questions,valid_responses,invalid_responses,success_rate,mean_consistency_rate
google/gemini-2.5-flash,imitation,Macao,pt,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Macao,zh-cn,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Malaysia,en-native,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Mali,en,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Mali,fr,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Malta,en-native,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Mexico,en,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Mexico,es,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Morocco,ar,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Morocco,en,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,New Zealand,en-native,10,10,0,1.0,0.92
google/gemini-2.5-flash,imitation,Nicaragua,en,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Nicaragua,es,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Nigeria,en-native,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Pakistan,en-native,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Palestine,ar,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Palestine,en,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Peru,en,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Peru,es,10,10,0,1.0,0.92
google/gemini-2.5-flash,imitation,Philippines,en-native,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Portugal,en,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Portugal,pt,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Puerto Rico,en-native,10,10,0,1.0,0.9
google/gemini-2.5-flash,imitation,Puerto Rico,es,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Qatar,ar,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Qatar,en,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Russia,en,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Russia,ru,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Rwanda,en-native,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Rwanda,fr,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Singapore,en-native,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Singapore,zh-cn,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,South Africa,en-native,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Spain,en,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Spain,es,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Switzerland,de,10,10,0,1.0,0.92
google/gemini-2.5-flash,imitation,Switzerland,en,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Switzerland,fr,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Switzerland,it,10,10,0,1.0,0.92
google/gemini-2.5-flash,imitation,Taiwan,en,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Taiwan,zh-tw,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Trinidad and Tobago,en-native,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Tunisia,ar,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Tunisia,en,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,United Kingdom,en-native,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,United States,en-native,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Uruguay,en,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Uruguay,es,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Venezuela,en,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Venezuela,es,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Yemen,ar,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Yemen,en,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Zambia,en-native,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Zimbabwe,en-native,10,10,0,1.0,1.0
google/gemini-2.5-pro,imitation,Algeria,ar,10,10,0,1.0,0.94
google/gemini-2.5-pro,imitation,Algeria,en,10,10,0,1.0,0.96
google/gemini-2.5-pro,imitation,Argentina,en,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Argentina,es,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Australia,en-native,10,10,0,1.0,0.98
google/gemini-2.5-pro,imitation,Austria,de,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Austria,en,10,10,0,1.0,0.84
google/gemini-2.5-pro,imitation,Belarus,en,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Belarus,ru,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Belgium,de,10,10,0,1.0,0.86
google/gemini-2.5-pro,imitation,Belgium,en,10,10,0,1.0,0.86
google/gemini-2.5-pro,imitation,Belgium,fr,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Bolivia,en,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Bolivia,es,10,10,0,1.0,0.86
google/gemini-2.5-pro,imitation,Brazil,en,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Brazil,pt,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Burkina Faso,en,10,10,0,1.0,0.94
google/gemini-2.5-pro,imitation,Burkina Faso,fr,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Canada,en-native,10,10,0,1.0,0.8
google/gemini-2.5-pro,imitation,Canada,fr,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Chile,en,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Chile,es,10,10,0,1.0,0.86
google/gemini-2.5-pro,imitation,China,en,10,10,0,1.0,0.96
google/gemini-2.5-pro,imitation,China,zh-cn,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Colombia,en,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Colombia,es,10,10,0,1.0,0.86
google/gemini-2.5-pro,imitation,Ecuador,en,10,10,0,1.0,0.94
google/gemini-2.5-pro,imitation,Ecuador,es,10,10,0,1.0,0.98
google/gemini-2.5-pro,imitation,Egypt,ar,10,10,0,1.0,0.94
google/gemini-2.5-pro,imitation,Egypt,en,10,10,0,1.0,0.96
google/gemini-2.5-pro,imitation,France,en,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,France,fr,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Germany,de,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Germany,en,10,10,0,1.0,0.86
google/gemini-2.5-pro,imitation,Ghana,en-native,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Guatemala,en,10,10,0,1.0,0.96
google/gemini-2.5-pro,imitation,Guatemala,es,10,10,0,1.0,0.94
google/gemini-2.5-pro,imitation,Haiti,en,10,10,0,1.0,0.96
google/gemini-2.5-pro,imitation,Haiti,fr,10,10,0,1.0,0.94
google/gemini-2.5-pro,imitation,Hong Kong,en-native,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Hong Kong,zh-cn,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Hong Kong,zh-hk,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Iraq,ar,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Iraq,en,10,10,0,1.0,0.94
google/gemini-2.5-pro,imitation,Ireland,en-native,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Italy,en,10,10,0,1.0,0.84
google/gemini-2.5-pro,imitation,Italy,it,10,10,0,1.0,0.86
google/gemini-2.5-pro,imitation,Japan,en,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Japan,ja,10,10,0,1.0,0.96
google/gemini-2.5-pro,imitation,Jordan,ar,10,10,0,1.0,0.96
google/gemini-2.5-pro,imitation,Jordan,en,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Kazakhstan,en,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Kazakhstan,ru,10,10,0,1.0,0.86
google/gemini-2.5-pro,imitation,Kenya,en-native,10,10,0,1.0,0.94
google/gemini-2.5-pro,imitation,Korea,en,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Korea,ko,10,10,0,1.0,0.86
google/gemini-2.5-pro,imitation,Kuwait,ar,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Kuwait,en,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Kyrgyzstan,en,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Kyrgyzstan,ru,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Lebanon,ar,10,10,0,1.0,0.84
google/gemini-2.5-pro,imitation,Lebanon,en,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Libya,ar,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Libya,en,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Luxembourg,de,10,10,0,1.0,0.86
google/gemini-2.5-pro,imitation,Luxembourg,en,10,10,0,1.0,0.84
google/gemini-2.5-pro,imitation,Luxembourg,fr,10,10,0,1.0,0.78
google/gemini-2.5-pro,imitation,Macao,en,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Macao,pt,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Macao,zh-cn,10,10,0,1.0,0.8
google/gemini-2.5-pro,imitation,Malaysia,en-native,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Mali,en,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Mali,fr,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Malta,en-native,10,10,0,1.0,0.86
google/gemini-2.5-pro,imitation,Mexico,en,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Mexico,es,10,10,0,1.0,0.84
google/gemini-2.5-pro,imitation,Morocco,ar,10,10,0,1.0,1.0
google/gemini-2.5-pro,imitation,Morocco,en,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,New Zealand,en-native,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Nicaragua,en,10,10,0,1.0,0.8
google/gemini-2.5-pro,imitation,Nicaragua,es,10,10,0,1.0,0.84
google/gemini-2.5-pro,imitation,Nigeria,en-native,10,10,0,1.0,0.94
google/gemini-2.5-pro,imitation,Pakistan,en-native,10,10,0,1.0,0.94
google/gemini-2.5-pro,imitation,Palestine,ar,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Palestine,en,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Peru,en,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Peru,es,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Philippines,en-native,10,10,0,1.0,0.78
google/gemini-2.5-pro,imitation,Portugal,en,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Portugal,pt,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Puerto Rico,en-native,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Puerto Rico,es,10,10,0,1.0,0.94
google/gemini-2.5-pro,imitation,Qatar,ar,10,10,0,1.0,0.94
google/gemini-2.5-pro,imitation,Qatar,en,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Russia,en,10,10,0,1.0,0.94
google/gemini-2.5-pro,imitation,Russia,ru,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Rwanda,en-native,10,10,0,1.0,0.96
google/gemini-2.5-pro,imitation,Rwanda,fr,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Singapore,en-native,10,10,0,1.0,0.86
google/gemini-2.5-pro,imitation,Singapore,zh-cn,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,South Africa,en-native,10,10,0,1.0,0.86
google/gemini-2.5-pro,imitation,Spain,en,10,10,0,1.0,0.98
google/gemini-2.5-pro,imitation,Spain,es,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Switzerland,de,10,10,0,1.0,0.84
google/gemini-2.5-pro,imitation,Switzerland,en,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Switzerland,fr,10,10,0,1.0,0.86
google/gemini-2.5-pro,imitation,Switzerland,it,10,10,0,1.0,0.86
google/gemini-2.5-pro,imitation,Taiwan,en,10,10,0,1.0,0.76
google/gemini-2.5-pro,imitation,Taiwan,zh-tw,10,10,0,1.0,0.8
google/gemini-2.5-pro,imitation,Trinidad and Tobago,en-native,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Tunisia,ar,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Tunisia,en,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,United Kingdom,en-native,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,United States,en-native,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Uruguay,en,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Uruguay,es,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Venezuela,en,10,10,0,1.0,0.9
google/gemini-2.5-pro,imitation,Venezuela,es,10,10,0,1.0,0.88
google/gemini-2.5-pro,imitation,Yemen,ar,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Yemen,en,10,10,0,1.0,0.94
google/gemini-2.5-pro,imitation,Zambia,en-native,10,10,0,1.0,0.92
google/gemini-2.5-pro,imitation,Zimbabwe,en-native,10,10,0,1.0,0.88
google/gemini-3-pro-preview,imitation,Algeria,ar,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Algeria,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Argentina,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Argentina,es,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Australia,en-native,10,10,0,1.0,0.94
google/gemini-3-pro-preview,imitation,Austria,de,10,10,0,1.0,0.9
google/gemini-3-pro-preview,imitation,Austria,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Belarus,en,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Belarus,ru,10,10,0,1.0,0.92
google/gemini-3-pro-preview,imitation,Belgium,de,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Belgium,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Belgium,fr,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Bolivia,en,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Bolivia,es,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Brazil,en,10,10,0,1.0,0.9
google/gemini-3-pro-preview,imitation,Brazil,pt,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Burkina Faso,en,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Burkina Faso,fr,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Canada,en-native,10,10,0,1.0,0.94
google/gemini-3-pro-preview,imitation,Canada,fr,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Chile,en,10,10,0,1.0,0.94
google/gemini-3-pro-preview,imitation,Chile,es,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,China,en,10,10,0,1.0,0.94
google/gemini-3-pro-preview,imitation,China,zh-cn,10,10,0,1.0,0.9
google/gemini-3-pro-preview,imitation,Colombia,en,10,10,0,1.0,0.94
google/gemini-3-pro-preview,imitation,Colombia,es,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Ecuador,en,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Ecuador,es,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Egypt,ar,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Egypt,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,France,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,France,fr,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Germany,de,10,10,0,1.0,0.94
google/gemini-3-pro-preview,imitation,Germany,en,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Ghana,en-native,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Guatemala,en,10,10,0,1.0,0.92
google/gemini-3-pro-preview,imitation,Guatemala,es,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Haiti,en,10,10,0,1.0,0.94
google/gemini-3-pro-preview,imitation,Haiti,fr,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Hong Kong,en-native,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Hong Kong,zh-cn,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Hong Kong,zh-hk,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Iraq,ar,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Iraq,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Ireland,en-native,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Italy,en,10,10,0,1.0,0.94
google/gemini-3-pro-preview,imitation,Italy,it,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Japan,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Japan,ja,10,10,0,1.0,0.94
google/gemini-3-pro-preview,imitation,Jordan,ar,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Jordan,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Kazakhstan,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Kazakhstan,ru,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Kenya,en-native,10,10,0,1.0,0.94
google/gemini-3-pro-preview,imitation,Korea,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Korea,ko,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Kuwait,ar,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Kuwait,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Kyrgyzstan,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Kyrgyzstan,ru,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Lebanon,ar,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Lebanon,en,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Libya,ar,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Libya,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Luxembourg,de,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Luxembourg,en,10,10,0,1.0,0.92
google/gemini-3-pro-preview,imitation,Luxembourg,fr,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Macao,en,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Macao,pt,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Macao,zh-cn,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Malaysia,en-native,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Mali,en,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Mali,fr,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Malta,en-native,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Mexico,en,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Mexico,es,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Morocco,ar,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Morocco,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,New Zealand,en-native,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Nicaragua,en,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Nicaragua,es,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Nigeria,en-native,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Pakistan,en-native,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Palestine,ar,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Palestine,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Peru,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Peru,es,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Philippines,en-native,10,10,0,1.0,0.94
google/gemini-3-pro-preview,imitation,Portugal,en,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Portugal,pt,10,10,0,1.0,0.94
google/gemini-3-pro-preview,imitation,Puerto Rico,en-native,10,10,0,1.0,0.94
google/gemini-3-pro-preview,imitation,Puerto Rico,es,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Qatar,ar,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Qatar,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Russia,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Russia,ru,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Rwanda,en-native,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Rwanda,fr,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Singapore,en-native,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Singapore,zh-cn,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,South Africa,en-native,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Spain,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Spain,es,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Switzerland,de,10,10,0,1.0,0.94
google/gemini-3-pro-preview,imitation,Switzerland,en,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Switzerland,fr,10,10,0,1.0,0.94
google/gemini-3-pro-preview,imitation,Switzerland,it,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Taiwan,en,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Taiwan,zh-tw,10,10,0,1.0,0.92
google/gemini-3-pro-preview,imitation,Trinidad and Tobago,en-native,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Tunisia,ar,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Tunisia,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,United Kingdom,en-native,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,United States,en-native,10,10,0,1.0,0.96
google/gemini-3-pro-preview,imitation,Uruguay,en,10,10,0,1.0,0.94
google/gemini-3-pro-preview,imitation,Uruguay,es,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Venezuela,en,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Venezuela,es,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Yemen,ar,10,10,0,1.0,0.98
google/gemini-3-pro-preview,imitation,Yemen,en,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Zambia,en-native,10,10,0,1.0,1.0
google/gemini-3-pro-preview,imitation,Zimbabwe,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Algeria,ar,10,10,0,1.0,0.98
google/gemma-3-4b-it,imitation,Algeria,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Argentina,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Argentina,es,10,10,0,1.0,0.98
google/gemma-3-4b-it,imitation,Australia,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Austria,de,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Austria,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Belarus,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Belarus,ru,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Belgium,de,10,10,0,1.0,0.96
google/gemma-3-4b-it,imitation,Belgium,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Belgium,fr,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Bolivia,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Bolivia,es,10,10,0,1.0,0.98
google/gemma-3-4b-it,imitation,Brazil,en,10,10,0,1.0,0.96
google/gemma-3-4b-it,imitation,Brazil,pt,10,10,0,1.0,0.98
google/gemma-3-4b-it,imitation,Burkina Faso,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Burkina Faso,fr,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Canada,en-native,10,10,0,1.0,0.98
google/gemma-3-4b-it,imitation,Canada,fr,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Chile,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Chile,es,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,China,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,China,zh-cn,10,10,0,1.0,0.98
google/gemma-3-4b-it,imitation,Colombia,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Colombia,es,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Ecuador,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Ecuador,es,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Egypt,ar,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Egypt,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,France,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,France,fr,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Germany,de,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Germany,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Ghana,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Guatemala,en,10,10,0,1.0,0.92
google/gemma-3-4b-it,imitation,Guatemala,es,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Haiti,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Haiti,fr,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Hong Kong,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Hong Kong,zh-cn,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Hong Kong,zh-hk,10,10,0,1.0,0.98
google/gemma-3-4b-it,imitation,Iraq,ar,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Iraq,en,10,10,0,1.0,0.98
google/gemma-3-4b-it,imitation,Ireland,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Italy,en,10,10,0,1.0,0.96
google/gemma-3-4b-it,imitation,Italy,it,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Japan,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Japan,ja,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Jordan,ar,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Jordan,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Kazakhstan,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Kazakhstan,ru,10,10,0,1.0,0.96
google/gemma-3-4b-it,imitation,Kenya,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Korea,en,10,10,0,1.0,0.94
